,FIPS,y_test_pred,y_test,y_test_pred_model_uncertainty,y_test_pred_cv,pred_error
463,29219,14.141195,-1.0,1.7389603,0.12297124,15.141195
464,29221,12.668069,-1.0,2.0144913,0.15902118,13.668069
465,29227,20.69645,-1.0,2.0201252,0.09760733,21.69645
466,31001,31.002047,-1.0,5.570125,0.17966959,32.002045
467,31003,28.482857,-1.0,5.1432467,0.18057342,29.482857
468,31015,19.551373,-1.0,3.8689148,0.19788456,20.551373
469,31017,28.746944,-1.0,7.030939,0.2445804,29.746944
470,31019,28.96571,-1.0,5.5224276,0.19065396,29.96571
471,31021,24.54237,-1.0,3.4730911,0.1415141,25.54237
472,31023,25.480602,-1.0,4.4325457,0.17395765,26.480602
473,31025,23.84385,-1.0,3.989575,0.16732092,24.84385
474,31029,29.72791,-1.0,7.8822083,0.26514506,30.72791
475,31035,30.342918,-1.0,5.089722,0.16774003,31.342918
476,31037,23.646881,-1.0,3.7930403,0.1604034,24.646881
477,31039,24.387474,-1.0,3.625975,0.14868185,25.387474
478,31041,28.080254,-1.0,6.177132,0.21998136,29.080254
479,31047,31.747166,-1.0,6.930524,0.21830371,32.747166
480,31055,22.7393,-1.0,3.4340599,0.15101871,23.7393
481,31059,30.976015,-1.0,5.401693,0.17438307,31.976015
482,31061,28.839731,-1.0,5.8598714,0.20318745,29.839731
483,31065,27.182228,-1.0,6.9020686,0.25391844,28.182228
484,31067,22.572987,-1.0,3.8165116,0.16907428,23.572987
