,FIPS,y_test_pred,y_test,y_test_pred_model_uncertainty,y_test_pred_cv,pred_error
421,27141,43.540405,-1.0,10.597995,0.24340597,44.540405
422,27143,37.57248,-1.0,8.430805,0.22438778,38.57248
423,27145,43.908066,-1.0,10.30264,0.23464116,44.908066
424,27147,32.958225,-1.0,8.663181,0.26285338,33.958225
425,27149,31.474834,-1.0,9.72212,0.3088855,32.474834
426,27151,38.025845,-1.0,9.876866,0.2597409,39.025845
427,27153,41.128456,-1.0,10.973458,0.2668094,42.128456
428,27157,41.372997,-1.0,9.0778675,0.21941528,42.372997
429,27159,42.759064,-1.0,11.308768,0.2644765,43.759064
430,27161,32.763626,-1.0,8.554648,0.261102,33.763626
431,27163,39.35801,-1.0,10.160062,0.2581447,40.35801
432,27165,42.31524,-1.0,9.282462,0.21936452,43.31524
433,27167,34.32588,-1.0,10.292208,0.29983816,35.32588
434,27169,42.601013,-1.0,9.210018,0.21619247,43.601013
435,29005,64.569756,-1.0,9.9347,0.15385996,65.569756
436,29007,28.111748,-1.0,8.835561,0.31430137,29.111748
437,29009,20.819246,-1.0,10.807578,0.51911473,21.819246
438,29011,27.125977,-1.0,10.064366,0.37102318,28.125977
439,29019,26.440275,-1.0,8.683096,0.32840416,27.440275
440,29021,55.282173,-1.0,9.811781,0.17748544,56.282173
441,29025,39.67626,-1.0,9.622986,0.24253762,40.67626
442,29027,22.456768,-1.0,8.687686,0.3868627,23.456768
443,29031,30.226303,-1.0,10.063372,0.33293426,31.226303
444,29033,51.317,-1.0,10.102471,0.19686402,52.317
445,29037,33.0689,-1.0,10.001082,0.30243164,34.0689
446,29039,25.4749,-1.0,9.935636,0.39001667,26.4749
447,29047,59.21988,-1.0,10.408419,0.17575887,60.21988
448,29049,48.28146,-1.0,9.815784,0.2033034,49.28146
449,29051,26.017258,-1.0,9.197863,0.3535293,27.017258
450,29057,21.040169,-1.0,9.779082,0.46478155,22.040169
451,29061,41.241917,-1.0,9.6246395,0.23337032,42.241917
452,29069,34.203773,-1.0,10.160354,0.29705358,35.203773
453,29071,25.563782,-1.0,9.561702,0.37403315,26.563782
454,29079,42.269688,-1.0,9.41549,0.22274804,43.269688
455,29081,45.71781,-1.0,9.486983,0.20751175,46.71781
456,29095,54.88985,-1.0,10.575046,0.1926594,55.88985
457,29101,33.252876,-1.0,9.780235,0.29411697,34.252876
458,29107,52.09827,-1.0,9.958777,0.1911537,53.09827
459,29109,26.620783,-1.0,10.107898,0.3796995,27.620783
460,29111,43.025215,-1.0,9.709645,0.22567336,44.025215
461,29113,28.765976,-1.0,9.016381,0.3134391,29.765976
462,29117,44.693073,-1.0,9.585342,0.21447043,45.693073
463,29121,38.975918,-1.0,9.354654,0.24001114,39.975918
464,29125,23.618465,-1.0,9.5654125,0.4049972,24.618465
465,29127,40.24324,-1.0,9.5605755,0.23756972,41.24324
466,29131,24.25851,-1.0,9.584744,0.39510852,25.25851
467,29133,35.38014,-1.0,10.83942,0.3063702,36.38014
468,29135,29.216917,-1.0,9.327436,0.3192478,30.216917
469,29137,30.784714,-1.0,9.150577,0.29724416,31.784714
470,29143,40.557877,-1.0,10.461759,0.2579464,41.557877
471,29155,41.37805,-1.0,10.076619,0.2435257,42.37805
472,29157,18.389715,-1.0,9.136681,0.49683642,19.389715
473,29163,33.480953,-1.0,9.413081,0.28114736,34.480953
474,29165,56.09031,-1.0,10.02441,0.17871912,57.09031
475,29171,45.94358,-1.0,9.349947,0.20350932,46.94358
476,29173,30.974464,-1.0,8.910091,0.28765926,31.974464
477,29175,35.46948,-1.0,9.120347,0.25713226,36.46948
478,29183,33.32009,-1.0,8.613343,0.258503,34.32009
479,29185,25.637774,-1.0,9.6446705,0.37618986,26.637774
480,29195,54.351395,-1.0,9.739806,0.17920066,55.351395
481,29199,48.59313,-1.0,9.80906,0.20186105,49.59313
482,29201,43.205017,-1.0,11.184035,0.25885963,44.205017
483,29205,36.08113,-1.0,9.524427,0.26397252,37.08113
484,29207,42.293182,-1.0,10.583844,0.25024942,43.293182
485,29211,45.84149,-1.0,9.451396,0.20617558,46.84149
486,29219,24.750362,-1.0,8.755654,0.35375863,25.750362
487,29227,50.35395,-1.0,9.625395,0.1911547,51.35395
488,31001,67.7996,-1.0,9.762678,0.14399315,68.7996
489,31013,48.02435,-1.0,10.220979,0.2128291,49.02435
490,31015,40.808613,-1.0,10.488549,0.25701803,41.808613
491,31017,59.930496,-1.0,11.571656,0.19308461,60.930496
492,31019,61.720135,-1.0,9.622307,0.15590224,62.720135
493,31021,46.085846,-1.0,9.723474,0.21098611,47.085846
494,31023,57.260284,-1.0,9.403338,0.16422096,58.260284
495,31025,52.97291,-1.0,9.519276,0.17970082,53.97291
496,31027,44.75654,-1.0,9.722868,0.21723905,45.75654
497,31029,55.97513,-1.0,10.228068,0.18272524,56.97513
498,31033,28.395227,-1.0,9.325876,0.32843113,29.395227
